0,1,2
4.801648161602938,277.46351377998,-1064.2313400242633
234.36112459162874,127.06107473792805,-1021.8349896100076
-1085.1017455340466,275.25267189617796,-693.6507443190136
-1086.0993351428674,275.26000952221386,-693.3810837470372
24.5855561380303,403.94908052542644,-939.5478920145223
-225.35698317803843,440.3535439597657,-849.0527523461058
-3495.7980443535034,2063.444263187091,-3124.897531553904
-3496.533482965953,2063.4657120894008,-3124.704055843905
-121.74964158012298,322.8618845408927,-946.2942022935656
-246.45372134366747,374.76965266038496,-862.5647445603854
-366.52127481706896,267.150562037466,-869.9429337164999
-99.27876118248433,487.69120413489304,-1004.9031045231861
-99.08833861400488,487.728072899232,-1004.9589302676411
341.0724990492225,159.3597264498843,-977.6440812607946
341.2747733868809,159.36327603489255,-977.6212333106683
21.284140610973704,-97.9847536295459,-1755.0587926968465
140.78225658028202,291.6487920874274,-1018.0836419470627
140.98727745266953,291.6574763883366,-1018.091544425372
293.8755945921634,377.4167338826752,-898.7957012134067
294.07787494221066,377.41011293144913,-898.7687142532193
-113.78094301243829,431.2558207010166,-906.4182947381021
-113.9818915079672,431.2532953887154,-906.407804853557
-980.3932558889987,922.7476419969084,-1120.0973196061527
-242.48788650086632,219.95762115452473,-980.1786224537782
-242.2963774805537,219.97441342380327,-980.2419790186185
-456.9862388899756,562.2259515365156,-645.3520808852329
-457.177509434351,562.1811570423877,-645.2942956395717
53.72880524866936,342.86440782512915,-924.8824487728349
53.92709179234494,342.864823385272,-924.8805678642073
-121.69355888838311,357.68092460800943,-901.9987738462307
-121.49801635818456,357.69149937589674,-902.0259869869615
271.87967567423874,422.32592798280683,-869.3730891260789
272.0745266319968,422.3016173102391,-869.3239583318958
-483.7508357112729,163.9530177195814,-973.5621839726841
-483.941394834721,163.95073371815852,-973.5141634442666
-2972.0210853500894,1833.9669356975246,-2899.6201464621213
-352.19169351880043,455.14070644781225,-834.2494994102769
-335.8404553948683,425.4826470847108,-790.6582830698314
-335.6538513875084,425.50596275885704,-790.704249228727
-595.6550583530318,424.35536138074644,-682.7678766309398
-595.8390458379054,424.32466956412605,-682.7078542921927
-546.6002155416921,379.35797204970225,-801.1288862662392
-546.790809689507,379.3447728288001,-801.082803528391
-536.2839130383678,411.72563902829245,-767.1170692673668
-536.4753827725536,411.7116333945749,-767.07502777315
-549.4982876655763,288.82051788159913,-882.0201030120425
-549.6866087159792,288.81611010340066,-881.9838679920231
243.29809589900944,-419.2809629461913,-920.4030600107205
243.47205341780452,-419.2510069452476,-920.3294577764757
-362.91683393439325,426.6640186404959,-974.2513690159492
2602.414130418124,-3901.115404303789,-4359.110694041458
2941.624535515812,-3771.86434813612,-3872.9691743200874
-2852.6146929683646,2403.327281215636,-3126.195974743846
-2852.928277257352,2403.4000299962067,-3126.1202095109156
-2868.056837923968,1693.8342135096052,-3507.324565157966
-2868.056837923968,1693.8342135096052,-3507.324565157966
-2868.056837923968,1693.8342135096052,-3507.324565157966
2889.9496467912168,-1922.2034097017793,-2892.3970413862353
-2868.056837923968,1693.8342135096052,-3507.324565157966
-2868.2615185514355,1693.9205288697935,-3507.27505807673
-2852.7247565391194,2402.3538335040776,-3126.100811922762
-2852.907235820482,2402.4298370723827,-3126.038320158335
2166.7989727946506,-3892.1794482298938,-3272.909319114237
519.9548021502419,-481.54748068182073,-934.0871267069546
-494.12059352153534,498.548306811246,-1023.9964396589216
247.09504364900286,-770.7345412436097,-1036.5359289643513
-600.8163772357875,514.8219013862068,-583.8595925168602
45.686570503846134,-790.0239037865391,-891.3495718703984
45.53873044500708,-790.0954429033803,-891.4520496174104
538.0628884639509,-563.1796357283459,-599.901631865527
-486.2788980657287,583.3333255055619,-759.240663391756
-486.4657911490404,583.3715514395363,-759.2658241626466
516.9492957223482,-500.301076715359,-792.7573809757325
-599.5150083315854,482.6945284250144,-1363.464363743365
-598.8516901715151,482.8568107603411,-1363.8046577153452
492.621509766087,-581.7784333443448,-786.7122374793705
600.4088435005913,-496.17862662216777,-710.5073884861253
453.805765643187,-522.0638152314352,-864.1278394238567
453.3490717359363,-522.4371030109165,-864.8115577229673
-62.2789985870426,493.1677024445676,-1629.0070897980604
-61.358921513985685,493.28734822253176,-1629.2164812214337
775.3985878906235,361.45924710928864,-1327.275777701045
776.3518911276664,361.44526531391267,-1326.9982920210086
445.1769273279613,-578.6821669358834,-656.9387291841531
288.0894763249185,-665.7543937916673,-763.7801655836009
413.88009452885996,170.02067394756648,-1030.074496079408
277.0652876682771,-142.76599802447075,-1076.9344363151754
264.34158094344355,-171.68335782188973,-1064.3501788883154
255.1088708273481,-201.00521005766382,-1048.9035645284912
331.39996257013695,-173.00701144133157,-1031.3259661922818
256.8086514899676,15.719899067636613,-1076.3752288365886
307.41775068462965,206.86734156568153,-1014.2228006721942
-137.57264539210945,338.74310169651795,-1008.5139978143116
254.21286657629005,194.87894324258713,-1025.2285263045087
-77.01503389091272,349.1203569647108,-999.2779223794023
404.6417392244275,168.7352428021972,-998.7491070216156
349.7948519714455,1.7908683130960792,-1042.1489495856474
349.99478709780766,1.7972544009995726,-1042.1332842998038
124.50606758818142,149.92076268265828,-1054.1392164761608
124.3072152403793,149.92162888705485,-1054.154901588457
320.21653789367235,61.84676567372293,-1069.1042206203422
320.4164345894821,61.85258404163916,-1069.0878592129502
321.00648194249163,146.05484728375026,-1044.9414236143298
321.207725615472,146.0582530951021,-1044.919949816077
-256.9714571376608,270.81793633529844,-972.6385305452571
-257.16689292179,270.80615293337985,-972.5946453883806
-102.86013323230524,149.80823176244638,-1055.9930550706795
-103.05811803778997,149.8082876346078,-1055.9819520266922
-437.64170609020994,398.01242295850136,-809.458676601195
-437.82931165823004,397.98018496926534,-809.3881418265522
278.96653514998656,204.74029836775816,-1091.1430163704608
279.1660527806336,204.7397325284187,-1091.1167655110055
-404.8429340940319,367.76611070089547,-878.73488738167
-405.033802013109,367.74660129746246,-878.6781927010306
-348.7119520558074,313.0017536407416,-961.832459057846
-348.9050606088918,312.9940215172045,-961.7907145467323
-428.9222222603269,371.01861149991294,-869.5507517748728
-429.11273218710966,371.00083339283566,-869.4964757598872
-301.41321375097016,165.4264984090641,-1012.2368357821157
-301.2262616815936,165.43562720048922,-1012.2986950757588
-454.7390348592843,372.58161856193277,-863.3052187625256
-454.9296779909087,372.56558938649704,-863.2530600034468
-388.51509392983553,297.0029402188691,-903.4091924649726
-388.33350807545617,297.02497969542935,-903.4794435746444
