0,1,2
950,871,15.419123649597168
651,875,15.171137809753418
969,870,15.385077476501465
993,870,15.084324836730957
694,876,14.985926628112793
1039,872,15.684359550476074
763,878,16.344371795654297
1061,872,16.273141860961914
1126,872,15.856477737426758
1146,871,15.572664260864258
1237,866,15.318965911865234
958,869,16.015893936157227
1020,870,16.266725540161133
1128,872,15.872121810913086
1148,872,15.563862800598145
1187,871,16.056108474731445
1225,869,16.176939010620117
1243,870,16.089792251586914
906,841,13.666716575622559
835,845,13.774942398071289
740,844,13.567706108093262
109,892,13.607400894165039
537,889,16.318466186523438
560,889,16.324460983276367
647,889,15.685975074768066
673,889,15.88007926940918
360,902,15.507299423217773
414,901,15.436318397521973
483,900,15.215401649475098
892,886,15.125953674316406
521,902,14.80498218536377
974,888,15.070429801940918
665,888,14.4871244430542
711,883,14.527363777160645
731,883,14.833610534667969
757,881,14.635457992553711
802,882,15.300525665283203
1236,878,14.8502197265625
825,880,15.625298500061035
1248,869,14.06088638305664
893,881,15.665264129638672
924,876,15.965896606445312
945,877,15.253063201904297
988,877,16.294729232788086
1018,877,15.624700546264648
1042,875,16.42445945739746
1064,875,16.060945510864258
1455,874,14.888954162597656
1137,873,16.19761848449707
1503,875,14.79105281829834
1676,867,14.064552307128906
1783,854,14.043835639953613
473,868,16.08746910095215
507,877,15.821722030639648
607,876,15.44602108001709
956,871,15.817543029785156
994,872,15.811256408691406
1012,872,16.01552963256836
1030,869,15.654826164245605
1074,872,15.694475173950195
770,870,15.977150917053223
1090,869,16.28630828857422
1151,867,16.020076751708984
1172,865,15.781299591064453
1188,865,16.203519821166992
1675,847,14.563263893127441
1689,845,14.355474472045898
207,876,16.968656539916992
172,877,16.977087020874023
219,893,17.821237564086914
244,897,17.967586517333984
267,896,17.076717376708984
144,885,15.530930519104004
360,896,16.799394607543945
185,889,15.954028129577637
417,896,16.99860191345215
203,889,15.838238716125488
224,890,16.47746467590332
244,890,16.216318130493164
491,896,17.37776756286621
268,892,16.84585952758789
523,895,17.475425720214844
307,893,17.457597732543945
605,896,18.075908660888672
337,895,17.3734188079834
633,896,18.039329528808594
358,893,17.196931838989258
665,893,17.953067779541016
380,893,17.42839813232422
408,892,16.647357940673828
726,892,17.53715705871582
434,892,17.121931076049805
754,893,17.917945861816406
458,892,17.40760612487793
779,893,17.49667739868164
482,892,16.857656478881836
811,891,17.46689796447754
512,892,17.10292625427246
542,892,17.559295654296875
567,892,16.881006240844727
899,890,17.04801368713379
596,891,16.75555992126465
931,889,17.33768653869629
620,891,17.057342529296875
648,890,17.280590057373047
990,887,16.906213760375977
682,890,16.806730270385742
1019,888,17.76958465576172
709,890,17.62478256225586
1049,887,17.467710494995117
739,889,17.447214126586914
1077,887,17.33143424987793
767,889,17.141590118408203
1107,887,17.797924041748047
794,887,17.459121704101562
1135,886,17.908044815063477
823,887,17.68543243408203
1164,886,17.521615982055664
852,887,17.738061904907227
1191,886,17.526525497436523
880,886,17.502399444580078
1218,885,17.886720657348633
913,885,17.910547256469727
1245,884,17.61602783203125
940,885,17.826208114624023
1273,883,17.680023193359375
970,884,17.836149215698242
1298,883,18.471498489379883
996,884,18.718994140625
1025,884,18.40704345703125
1323,881,17.74947166442871
1347,881,17.308820724487305
1372,879,17.429523468017578
1395,879,17.315357208251953
1418,878,17.837236404418945
1141,882,18.551965713500977
1166,882,18.4392147064209
1440,877,17.98365020751953
1192,882,18.18679428100586
1220,881,18.83460807800293
1246,880,18.340763092041016
1272,879,17.916805267333984
1299,878,17.625244140625
1346,876,17.402393341064453
1369,876,17.819154739379883
1292,872,17.56543731689453
1394,875,17.984159469604492
1418,874,17.399337768554688
1438,874,17.626033782958984
1469,881,18.33576774597168
1472,880,18.30938720703125
1725,861,16.96036148071289
1837,807,10.789742469787598
1841,807,10.77700424194336
865,870,14.747695922851562
686,871,14.55512809753418
942,870,14.712252616882324
739,868,14.425067901611328
762,869,14.476070404052734
1017,868,14.773398399353027
789,869,15.214715957641602
814,870,15.278645515441895
1066,866,15.11837100982666
838,868,15.018250465393066
1088,866,15.055784225463867
865,869,15.602883338928223
1112,867,15.68057632446289
885,869,15.844106674194336
1137,867,15.797622680664062
911,867,15.322090148925781
1156,865,15.153489112854004
962,865,15.795991897583008
1205,863,15.533864974975586
1084,827,15.811774253845215
