0,1,2
-1599.8198546988144,162.94616373823203,-720.307381172274
-1605.4098530000645,166.7810479787507,-724.2771731608871
-1345.217502120845,69.81405349771333,-419.3635317382044
-1919.427542735994,112.3726998921709,-822.4647623672394
-1349.5120795576552,71.48894534082017,-421.8690963717788
-1590.49344716518,138.17837964668848,-607.2439447261471
-1591.0998571096509,138.29138318638536,-606.6975252320563
186.05079306285836,32.266164015306444,-303.26479734498986
137.6670738440574,-298.398892654338,-275.4594345721161
-1474.8644421335077,81.53693213119683,-445.411678947831
-1447.9050357589367,111.20835432435837,-490.81813636012794
486.13678689651283,-11.56374428714109,-181.33354420034797
158.29129784876665,-19.160527062978144,-257.07957666408066
-556.1097685307564,-17.126271969062,-441.9183100204625
-556.3249347345062,-17.042321685954022,-441.7261409090415
279.4249654552386,24.88177414913777,-312.4672336261866
-1152.9393278518332,146.59367493099214,-685.2197548748763
-1585.6043162994697,129.88632665559211,-525.5625981213983
-1586.0863917831598,129.94330754135476,-525.1468094616895
-345.4004398330455,-104.46222220318872,-320.3473982657073
-760.8513396859197,-27.368921214993847,-520.8654626687825
-388.8805349201628,-15.884119631652814,-367.1222891478618
-886.9823350122714,48.52116236172322,-475.24292432977194
-528.7616341451975,-0.2463059534466066,-377.2768317270712
-383.9693077481616,-8.14864762414739,-360.82154132406873
-1654.4042057965976,233.117710079862,-692.0519965403621
-1611.9708488747358,266.97202368691774,-766.5689355527162
-1612.3348051762534,267.0080487798988,-766.346314466971
-627.1341888390106,-11.321674930588014,-294.5766296086115
-1705.6414203423342,276.50158834971637,-763.2528172583351
-1777.6864481775783,365.7137994032791,-1064.1516389231901
-1701.5852184126297,285.2417900130415,-769.3552152817774
2128.7749194286753,-260.2410437658699,-1790.9616893831437
2128.749262745132,-260.20740362976005,-1791.3254338973677
-1719.0560377819006,452.77554684316306,-936.7974281765644
-1719.3840488513467,452.7908909480317,-936.6388336618825
-1713.158470375233,341.59349973700165,-985.0368553799696
-1713.478295807643,341.6260143936511,-984.8878448444725
-845.8186097426119,46.52305341946591,-389.9983884279361
-1751.850727250884,403.1007011936444,-1085.2422080752822
-903.6054469034674,30.293345324279386,-416.5245290469322
-1645.7180564782002,327.8348817560039,-916.8760191038377
-1646.0200893397398,327.85991560403716,-916.7391842959486
-982.2512004371322,49.623912019883754,-378.2230311848471
-1525.4499925872078,591.030854649517,-1157.6650294056876
-1525.7602984988462,591.0614190154272,-1157.5795159232991
-1284.5193333432726,272.54949081525166,-754.76785204191
-1028.4018744018372,52.25481274095149,-374.8651145523076
-1502.1575004541012,617.5601723595139,-1150.4250241222796
-1502.4607335472253,617.5909084285888,-1150.3489733571537
-1129.985257326442,60.934258370022974,-415.7518150640508
-1129.7686270259355,60.91483267634121,-415.9758431423711
-1566.5954040633967,590.5547475402276,-992.1353146753271
-1144.5671234312306,68.3407387571451,-378.20656044584365
-1144.3575038700546,68.3316368631162,-378.43179399717127
-1471.575249708752,658.041461921974,-1030.3663110885486
-1471.8728902327584,658.0629025818873,-1030.2917933267533
-1223.1509974714752,69.23973065734728,-439.2573218114567
-1454.80095961016,591.7480915451179,-958.0337772200392
